"age","income","balance","id","fee_1","rate_1","rewards_1","fee_2","rate_2","rewards_2","fee_3","rate_3","rewards_3","fee_4","rate_4","rewards_4","fee_5","rate_5","rewards_5","error1","error2","error3","error4","error5","utility1","utility2","utility3","utility4","utility5","choice"
29,63284.7078463664,1343.15222842553,233,0,0.2,0,75,0.05,0,25,0.05,0,75,0.05,1,0,0,0,-0.685807185568774,1.73685330597912,-0.454171436780437,-1.08088048044585,1.89737422238797,36.6061944838427,41.6538549753906,40.212830232631,40.3361211889656,1.89737422238797,2
58,43493.325910229,913.162139659677,234,25,0.05,0,100,0.25,0,100,0.25,1,25,0.15,0,0,0,0,1.06525415983212,-0.372450990353282,1.44187737705831,2.23332377079716,0.413343328551709,10.4095811835267,2.84687603334133,6.16120440075292,9.07765079449177,0.413343328551709,1
33,48685.5097502434,1339.54785057919,235,100,0.1,1,100,0.1,1,25,0.05,0,100,0.05,1,0,0,0,0.102030492783248,-0.696514010754864,-0.156842469639478,1.48648245655653,-0.139566015312392,25.4847137804902,24.686169276952,26.1008408180674,28.1191657442634,-0.139566015312392,4
34,35138.2963697157,970.8737848598,236,0,0.25,0,75,0.25,0,75,0.05,1,0,0.2,1,0,0,0,1.71441864643969,-0.0464464613930862,-1.03546176838844,1.01274075832264,0.712644284187863,11.3319705606981,8.4461054528653,13.9570901458699,13.380292672581,0.712644284187863,3
70,32284.3684109726,905.658825108053,237,75,0.05,0,0,0.2,1,25,0.15,1,100,0.25,1,0,0,0,0.294923123930981,-0.0249721359814563,0.656609346482886,1.30246228992539,0.207287759246244,-6.63836372674229,-8.08325898665472,-6.52667750419038,-9.50582456074788,0.207287759246244,5
39,66859.1701733572,234.115661524602,238,25,0.1,1,0,0.05,1,100,0.2,0,75,0.15,1,0,0,0,0.16109535265746,3.40298025060121,1.24447915880884,-0.494739641628135,2.1175090536746,39.1163900000111,43.9832748979548,35.0747738061625,36.4605550057255,2.1175090536746,2
23,24032.35734051,1126.07100944326,239,75,0.1,0,100,0.05,0,25,0.1,1,100,0.15,0,0,0,0,1.47853117694038,0.0676397465744323,0.790391076980442,0.536927536242342,3.54172240384503,9.78103491637386,9.24514348600791,11.3428948164139,7.21443127567582,3.54172240384503,3
51,66342.0963278533,1017.79782716747,240,0,0.25,1,100,0.15,1,0,0.2,1,100,0.15,0,0,0,0,0.273822845731112,-0.73516273954588,1.09769569327282,-0.331548577166609,-0.447997386134122,29.4146047244064,29.4056191391294,31.4884775719481,28.3092333015087,-0.447997386134122,3
44,55181.4508143619,713.675771044318,241,100,0.1,1,75,0.15,0,25,0.05,0,0,0.1,0,0,0,0,-0.0671540100395334,0.491029434011302,1.03863756335749,0.20250175218293,0.160254514126027,25.3370791821681,23.520262626219,27.3178707555651,25.6067349443906,0.160254514126027,3
41,25513.4970484173,1320.18924574295,242,100,0.25,1,75,0.15,0,100,0.15,0,0,0.05,1,0,0,0,1.38707256778842,0.852704944482481,1.47422598544327,0.39205081685847,0.653042493974707,-0.676454941056847,0.164177435637212,0.410698476598005,4.8285233080132,0.653042493974707,4
46,53229.9865108725,1067.54277310732,243,0,0.2,1,0,0.15,0,75,0.2,0,75,0.1,0,0,0,0,1.58311905456045,3.57899933199926,-0.686482887573862,-0.437172084769136,1.13858531301929,23.3286075888021,25.0744878662409,18.4340056466677,21.1833164494725,1.13858531301929,2
27,32906.0544500621,592.061271072878,244,25,0.1,1,0,0.2,1,0,0.05,1,0,0.2,1,0,0,0,-1.00361395384821,1.76244319535966,1.65729851910904,-0.0149681989563779,-1.11961471405106,15.0915323287046,15.7325894779124,19.3774448016618,13.9551780835964,-1.11961471405106,3
50,42718.6329983144,729.262324057091,245,25,0.05,1,25,0.25,1,25,0.15,0,0,0.2,0,0,0,0,0.274973743215603,-0.081075517191514,2.1235700570128,1.34407061558979,-1.08143076067387,14.4608117917829,9.10476253137575,12.3094081055801,10.6549086641571,-1.08143076067387,1
32,45582.8109660487,971.499182373227,246,100,0.05,1,25,0.25,1,75,0.25,1,0,0.05,1,0,0,0,1.26158970039233,-0.806679099021246,1.80601150443013,1.7023438859338,0.15419916679152,25.7569790215337,19.8137102221202,21.6764008255715,27.6977332070752,0.15419916679152,4
35,42426.637205195,860.985199422653,247,75,0.25,0,25,0.25,0,100,0.05,1,75,0.05,0,0,0,0,0.719047847601839,-0.262069399199979,1.84896060944476,1.18844306131811,0.0134125789045537,14.9066894720176,14.6755722252158,22.1616022338605,20.3760846857339,0.0134125789045537,3
29,40405.1323667084,788.141425908563,248,0,0.1,1,75,0.15,1,0,0.15,1,100,0.25,1,0,0,0,1.00058621674202,3.16047949848689,-0.959373198413077,0.759040526643643,-0.106676354218802,22.8449487284442,22.629842010189,19.6349893132891,17.3534030383458,-0.106676354218802,1
38,62614.5728580984,1422.72177280248,249,75,0.25,0,100,0.25,0,100,0.05,0,25,0.2,1,0,0,0,0.905521341872282,5.02027574299399,-0.538424327701359,0.514976816682516,-0.739639868174639,30.7529082712559,34.4926626723776,33.9339626016822,33.8623637460661,-0.739639868174639,2
37,58484.5982930165,1200.30583523651,250,25,0.1,1,0,0.15,1,75,0.1,0,0,0.25,0,0,0,0,-0.703378449454297,-0.454686702108556,0.38360122495545,3.4386381224063,0.71607493962373,32.1335300996097,31.5072218469555,30.9705097740195,31.4005466714703,0.71607493962373,1
30,54751.5646870766,1598.49113474143,251,100,0.25,1,75,0.25,1,100,0.05,1,25,0.15,1,0,0,0,0.440252973717534,-1.33332917978459,2.5570205175732,-0.723773594696686,1.01345426709297,28.7290829577327,27.3305008042305,35.8458505015883,31.1900563893184,1.01345426709297,3
63,34266.3195359875,1017.89016626409,252,0,0.15,0,100,0.05,1,100,0.1,1,100,0.05,0,0,0,0,-0.452244775391942,-0.15010607927865,-0.164388393450186,-0.779416113728534,-0.432667061428779,-3.57587316980255,-0.773734473689259,-2.0380167878608,-2.90304450813914,-0.432667061428779,5
35,5322.4777154769,866.761353349852,253,75,0.15,0,100,0.05,1,75,0.2,0,25,0.15,1,0,0,0,1.13402740894682,1.56478261856917,1.41633046604382,0.568638950277311,1.17364208633783,-13.7168665328978,-9.66111132327547,-14.6845634758008,-12.0322549915673,1.17364208633783,5
19,66600.0570807445,1183.63092258251,254,0,0.2,0,75,0.05,0,100,0.15,0,75,0.2,0,0,0,0,0.509139701723118,0.789574180319494,0.532423355793642,-0.665108594545991,0.843121774025861,45.619188220356,48.5246226989523,45.3924718744265,43.3199399240869,0.843121774025861,2
46,78548.1873465432,1213.28977375725,255,75,0.15,1,100,0.2,1,25,0.15,1,75,0.15,1,0,0,0,0.107440071786652,1.87786984960722,-0.415326355403006,2.39715566041928,2.82556020146789,43.4983993163483,43.6438290941689,43.7256328891587,45.788114904981,2.82556020146789,4
59,44113.9617083727,1444.40599185725,256,0,0.25,1,100,0.2,1,0,0.05,0,75,0.15,1,0,0,0,-0.302799276355199,1.60520772616951,-0.745502668873366,-0.0831052333717197,0.307472191424394,5.94406817576159,7.6020751782863,9.00136478324342,7.53876221874507,0.307472191424394,3
32,59307.9901456763,541.759824217619,257,100,0.25,0,0,0.2,1,100,0.25,1,25,0.15,0,0,0,0,0.484554042896437,0.143655508165886,-0.593677701686826,0.00163217120077149,1.17821383396355,30.1463456667213,34.0554471319907,30.568113922138,33.2884237950256,1.17821383396355,2
24,71152.947474062,1588.85222012813,258,100,0.15,1,100,0.25,0,25,0.1,1,75,0.15,0,0,0,0,-1.69536289216403,2.23120097099983,0.0507793934589424,0.281186147990798,0.33819601264055,46.0346424607886,45.9612063239525,50.1557847464116,46.8861915009435,0.33819601264055,3
67,46146.8249537099,629.710204000472,259,25,0.1,0,100,0.05,0,75,0.2,0,75,0.2,1,0,0,0,0.36658997642002,-0.909411600430749,0.460439905400853,1.59932321641546,1.9476814257753,6.21639118707345,5.06538961022268,3.06024111605428,5.69912442706889,1.9476814257753,1
42,53959.9581037743,1646.06902652525,260,25,0.2,1,25,0.05,0,0,0.05,0,75,0.2,1,0,0,0,0.870259735253513,-0.721088281726446,0.990692134425207,-1.0370557228312,0.58027868685,24.8612241234616,25.5198761064817,27.6066565226333,22.2039086653769,0.58027868685,3
45,62390.1191988142,884.589343783703,261,25,0.25,0,0,0.15,1,0,0.05,0,25,0.15,0,0,0,0,0.768934216809877,-0.0692936651272607,4.04771531975987,3.09466328850068,0.297791726589509,27.675535535802,31.2123076538648,36.329316638752,32.5012646074928,0.297791726589509,3
60,84836.9482578637,370.087663279177,262,75,0.05,0,75,0.1,1,0,0.25,1,25,0.15,1,0,0,0,-0.169935846636327,-0.558002933832839,0.571814448535865,-0.478311581512245,1.92864878739013,42.5664701725478,42.4284030853513,40.93322046772,42.0080944376719,1.92864878739013,1
50,56236.0746188074,1545.4800683702,263,75,0.1,1,0,0.15,0,75,0.15,0,100,0.25,0,0,0,0,1.78367625699187,1.58598314788857,0.60575435073022,-0.0355593286748799,1.64063721840385,25.4593396829782,23.6366465738749,21.5314177767165,18.0151040973114,1.64063721840385,1
45,72925.14858275,935.434373178497,264,75,0.05,0,25,0.15,1,25,0.25,1,100,0.1,1,0,0,0,-0.631602710548449,-0.169172011346897,-0.218384647767167,0.216324906078432,0.982521623331654,39.479773584789,39.6922042839906,37.1429916475703,40.2027012014159,0.982521623331654,4
37,17245.7165614867,905.013066360728,265,25,0.2,1,25,0.15,1,75,0.05,0,75,0.15,0,0,0,0,-0.231728700112587,-1.09849909298528,0.951936122501968,-0.675769422414648,0.326918263817916,-4.94786962284888,-4.56464001572157,-2.26420480023432,-6.39191034515094,0.326918263817916,5
31,51121.9208911287,876.789387978104,266,100,0.15,0,100,0.05,1,25,0.1,1,25,0.05,0,0,0,0,-0.0461167347314423,0.465179613844331,1.1530814219262,1.14746824632939,0.74678887242835,25.6575160227279,30.1688123713037,30.7317141793856,30.4761010037888,0.74678887242835,3
69,7135.42777035508,1238.57372575085,267,25,0.15,1,75,0.1,1,75,0.2,0,25,0.25,0,0,0,0,0.571485182615121,0.739061560070204,0.0311758985612282,1.41572602360452,1.11129894384115,-27.4884012125831,-26.820824835128,-31.528710496637,-30.6441603715937,1.11129894384115,5
48,88592.3845139095,649.589700697916,268,0,0.25,1,75,0.15,0,0,0.1,0,100,0.25,1,0,0,0,0.333247582787701,0.275493385319258,1.82428931455513,0.134902065511145,0.0258006528240171,49.8867744196108,49.7040202221423,53.6278161513782,48.1884289023342,0.0258006528240171,3
60,55443.7417880402,1240.86553149334,269,0,0.2,0,75,0.1,0,0,0.05,0,75,0.05,1,0,0,0,-0.95509752540392,1.0913093388173,-0.772570786871051,0.0580580037658892,0.0442420357369994,14.1720829944302,17.5934898586514,18.1046097329631,19.3102385236,0.0442420357369994,4
39,35782.3199090574,391.403533967233,270,100,0.2,1,75,0.05,0,75,0.2,0,0,0.05,0,0,0,0,0.994443663042212,0.718187806408828,0.194448705750144,0.170268306337015,4.38138376673865,9.90941558574097,12.2581597291076,7.9844206284489,12.8352402290358,4.38138376673865,4
28,61652.6223148501,731.912513256434,271,100,0.1,1,100,0.2,1,100,0.1,1,75,0.1,1,0,0,0,0.0749885623698002,0.765042666530708,1.53283672183121,1.74655015770252,-0.440038523617517,38.9797175299923,37.1697716341532,40.4375656894537,41.0262791253251,-0.440038523617517,4
41,103664.489933259,696.914677851858,272,0,0.1,0,100,0.2,0,75,0.25,1,0,0.25,1,0,0,0,-1.14887001444079,-0.0417583146293738,-0.202334810774168,0.87513400805846,0.690659035378448,66.9659464288296,64.073058128641,64.5374816324962,66.7399504513288,0.690659035378448,1
19,41658.4902374937,831.324621693679,273,0,0.05,1,25,0.1,0,25,0.05,0,75,0.2,1,0,0,0,-0.427125218326715,-0.658293927222463,-1.15489569954477,2.47304281335549,1.42971897257426,28.7325914835429,25.3764227746472,26.1298210023249,26.7577595152251,1.42971897257426,1
66,43846.273170974,1065.34747539087,274,100,0.05,0,75,0.2,0,100,0.1,0,75,0.05,0,0,0,0,0.0780314124803817,0.613131661857428,-0.0887428626572364,0.562882224304166,-0.118605049711386,4.59736360780829,1.75746385718533,3.18058933267067,5.45721441963207,-0.118605049711386,4
28,41056.9191667518,654.792035558654,275,0,0.2,1,100,0.05,1,100,0.1,1,0,0.1,0,0,0,0,0.384863170645171,-0.292342174617255,1.12604649649646,0.808746393530449,0.246585785229402,20.7832444623842,22.3560391171218,22.5244277882355,22.2071276852695,0.246585785229402,3
28,37204.1914463768,920.272743956062,276,100,0.25,0,0,0.15,1,25,0.1,0,100,0.05,1,0,0,0,1.39400379094803,0.754720785234154,1.89220902493245,0.578704033898931,-0.411785439840126,14.2675665203683,19.1282835146544,19.6407717543527,19.9522667633192,-0.411785439840126,4
48,68810.8825981727,993.26745282258,277,100,0.15,1,0,0.05,1,0,0.25,0,75,0.05,1,0,0,0,-0.256003879347411,-0.871774220301608,4.40437351710161,1.39262294098517,-0.538583827250156,33.4832463290994,36.8674759881452,35.6436237255484,38.0068731494319,-0.538583827250156,4
70,71310.2230724089,1060.76802341319,278,100,0.05,1,25,0.25,0,0,0.15,0,0,0.25,1,0,0,0,-1.24708493735067,3.18496575561207,0.440683466034359,2.4465903471444,0.20286945217187,26.1166046741969,25.1736553671597,25.3043730775819,26.310279958692,0.20286945217187,4
19,61751.7638464708,988.448039297148,279,0,0.05,1,0,0.1,1,100,0.15,1,75,0.2,0,0,0,0,-1.11711585342997,0.150935582684385,2.88413535357973,1.73754639808787,0.845191971696728,45.1218834160702,45.1399348521846,45.1231346230799,41.6015456675881,0.845191971696728,2
30,22012.3938481188,1318.27939235984,280,25,0.05,0,75,0.05,1,100,0.1,0,25,0.15,0,0,0,0,-0.892575666233204,0.0380789339264628,1.02196135265943,1.15060442001085,0.119956126702938,4.19295910466776,5.87361370482743,3.7324961235604,3.73613919091182,0.119956126702938,2
50,46130.1955133376,1077.53121555088,281,75,0.1,0,75,0.05,1,0,0.15,1,0,0.2,0,0,0,0,0.844528396597964,-0.207884544875785,1.85330521204157,1.08619433174666,0.0221001318379245,14.430194582935,16.1277816414612,16.8139713983786,13.2968605180837,0.0221001318379245,3
68,21912.5907807592,1269.176949859,282,25,0.1,1,100,0.05,1,100,0.05,1,25,0.15,0,0,0,0,-0.440334416684991,-0.655432146576503,0.202970359133372,0.801074919350945,3.0094101130053,-14.1896322530396,-14.2797299829311,-13.4213274772213,-15.6982229170037,3.0094101130053,5
22,79858.4656775334,1172.42179319748,283,0,0.2,1,100,0.15,1,100,0.2,0,100,0.25,0,0,0,0,2.23061341014508,-0.334890604750418,0.524817303157752,-1.29460845243109,2.52351009713923,58.6103092360485,55.794805221153,53.9045131290612,50.8350873734723,2.52351009713923,1
49,60051.5971045227,746.921962356933,284,0,0.15,0,25,0.1,1,25,0.1,0,25,0.1,0,0,0,0,1.04800450232167,0.454256240585788,0.279038570382244,1.193989123681,-0.254876697179922,26.841862041166,28.6231137794301,26.9478961092266,27.8628466625253,-0.254876697179922,2
49,61206.3628775388,978.319972266972,285,0,0.2,0,0,0.2,0,75,0.2,0,25,0.25,1,0,0,0,1.85366039483808,1.36623409423711,0.25841320743915,0.909367058308903,1.42866343375632,27.3790688407461,26.8916425401451,24.6588216533471,26.3097755042169,1.42866343375632,1
68,75167.5909664289,1209.69559598169,286,25,0.15,1,100,0.2,0,25,0.1,1,25,0.1,1,0,0,0,2.30249478113429,1.07680062849782,0.704323732030404,1.85788215311948,2.63167507577569,32.5699471025988,27.4692529499624,32.221776053495,33.375334474584,2.63167507577569,4
24,58290.3803955101,710.450446712486,287,25,0.25,1,25,0.25,0,0,0.25,0,100,0.1,1,0,0,0,1.16246012761886,1.21885032377385,1.31504276617567,-0.78985916467627,0.395280309928945,36.5842834638024,35.1406736599574,35.6118661023593,37.2569641715073,0.395280309928945,4
59,52968.0050288478,1237.44306982181,288,25,0.2,0,25,0.1,0,100,0.1,0,100,0.05,1,0,0,0,1.15686428804727,-0.719187186916547,1.47620472290519,3.49419928323281,1.05299966746612,14.3046685625679,14.9286170876041,15.9990089974258,20.7670035577534,1.05299966746612,4
48,68734.7726879534,561.203209520121,289,25,0.05,0,25,0.2,0,25,0.1,1,0,0.05,0,0,0,0,0.988117774902469,-0.594061340625667,-0.26094516663523,0.878648095967457,0.134439030630505,36.7876745596628,31.4554954441347,35.7886116181251,37.0532048807278,0.134439030630505,4
21,66379.5068455029,850.571633632021,290,100,0.15,1,100,0.05,0,100,0.1,1,75,0.1,1,0,0,0,-0.370332826650275,-0.717142174941288,-0.0672265992792112,-1.32615141487214,0.270609156424567,44.8022479920272,45.4554386437362,46.3553542193982,45.4714294038053,0.270609156424567,3
20,68319.9672757988,1080.58218476658,291,100,0.1,0,75,0.15,0,100,0.15,1,0,0.1,0,0,0,0,0.399890578362267,0.636003085337951,0.109096530072695,-0.0842581574260937,-0.927451345942793,47.4718627627912,46.8329752697669,47.4310687145017,48.4877140270029,-0.927451345942793,4
31,26915.0150811248,743.86384092494,292,25,0.2,0,100,0.15,1,0,0.2,1,0,0.1,0,0,0,0,0.124294832160093,-0.938300711760018,0.348444126466953,-0.983233595076746,2.32947501307355,5.12705765111619,5.68946210719608,7.22620694542305,6.89452922387935,2.32947501307355,3
42,72813.178958732,721.147308458193,293,25,0.15,1,100,0.1,0,0,0.1,0,100,0.2,0,0,0,0,0.667042651784339,1.3762003534125,3.01279677123814,2.46663896330175,3.92608155574164,41.9332447667065,41.2674024683347,44.4039988861603,39.8578410782239,3.92608155574164,3
30,39875.0395564683,1280.71844731932,294,75,0.1,0,25,0.05,0,0,0.05,1,75,0.25,1,0,0,0,0.881137600199241,-0.621271367019031,0.424769981515637,0.618171222640709,0.142020912759985,19.1499212231973,19.6475122559791,22.5685536045137,16.6369548456388,0.142020912759985,3
69,59423.74874099,467.217261518749,295,75,0.25,0,25,0.1,1,25,0.1,1,25,0.2,0,0,0,0,0.531575710510105,0.143894270667755,0.0220732625497851,-0.450830154434512,-0.473205763900388,12.1667621403516,17.7790807005092,17.6572596923913,13.184356275407,-0.473205763900388,2
45,79036.9435567777,835.053942875964,296,75,0.05,0,0,0.15,1,75,0.25,1,100,0.25,0,0,0,0,-0.0544082513390777,-1.1293311301498,-0.082376781947841,1.2766529593654,-0.761926726289609,45.251993771922,44.3020708931112,41.7240252413132,41.2080549826265,-0.761926726289609,1
56,66744.2666427533,1432.48274441487,297,75,0.25,0,100,0.2,1,25,0.2,1,25,0.15,0,0,0,0,0.667320574621096,-0.459616153104173,0.732932566540923,-0.39825521131967,1.16932134638063,25.0249472209614,26.2730104932361,28.5905592128812,27.2093714350206,1.16932134638063,3
44,85649.3719773198,986.941561501685,298,100,0.15,0,100,0.15,0,100,0.15,0,0,0.25,1,0,0,0,0.0143620505459895,1.30790602899919,0.0510254274209271,1.2628275139134,0.390911522869141,48.5663282312678,49.859872209721,48.6029916081428,50.3147936946352,0.390911522869141,4
20,63240.776963056,1303.81869296253,299,100,0.25,1,0,0.1,1,25,0.2,0,0,0.1,1,0,0,0,0.133562927219935,0.861690700686664,0.279923387307157,-0.208960000985676,0.202313713839899,40.6382233458175,46.6163511192842,41.6595838059047,45.5457004176119,0.202313713839899,2
27,78656.6431223722,1320.95923936028,300,25,0.05,0,0,0.25,0,100,0.05,0,25,0.25,0,0,0,0,1.40582079945309,0.402729183943449,0.534040602163329,1.32017221418763,0.45049288641528,56.1389674534694,50.5108758379598,54.1421872561797,51.053318868204,0.45049288641528,1
53,56016.5513174601,1418.78013808823,301,25,0.05,0,100,0.25,0,75,0.15,0,75,0.25,0,0,0,0,1.2440159307561,0.89083792513525,0.483593962535239,0.698708179217905,-0.101706547727996,23.7330845505972,17.2549065449763,19.7226625823763,17.437776799059,-0.101706547727996,1
20,101209.042912097,735.834861488377,302,75,0.2,1,75,0.15,1,75,0.25,1,75,0.1,0,0,0,0,4.16158730371534,-0.657848125723739,1.11443758116222,-1.51793556155974,0.348487079842984,78.5642737789981,74.994838349559,74.267124056445,73.884750913723,0.348487079842984,1
41,38003.2751569203,450.099560583487,303,0,0.1,1,75,0.15,1,100,0.25,1,25,0.15,0,0,0,0,-0.0393017492572255,-0.324853907934228,-0.372075562258588,0.496286939055638,0.523524157207934,13.763482134125,11.102929975448,8.18070832112367,11.1740708224379,0.523524157207934,1
50,83518.4803257675,1449.19357816279,304,100,0.1,0,25,0.2,1,25,0.2,1,75,0.2,1,0,0,0,1.00211283774272,-0.286105215508875,0.946004643542055,0.474093876626431,1.38074505086095,45.9928211146451,44.8296030613935,46.0617129204444,44.8398021535288,1.38074505086095,3
41,47817.8693201266,1439.71401695887,305,100,0.05,0,75,0.25,1,100,0.05,0,25,0.2,1,0,0,0,1.22957987205301,1.48642189553806,-0.126552117937885,0.230403013999874,-1.28207948187357,21.6247687941606,18.7566108176457,20.2686368041698,19.5005919361075,-1.28207948187357,1
69,40993.2355230286,866.157812623928,306,100,0.05,0,75,0.25,1,25,0.1,0,0,0.05,0,0,0,0,4.67418875000383,0.021205595917302,1.15885039179481,0.124978154870341,-0.178231419412875,5.26843894457812,-2.50954420950841,1.6281005863691,2.21922834944463,-0.178231419412875,1
35,53874.8093946163,1168.09876903232,307,25,0.2,1,100,0.2,1,25,0.05,0,0,0.05,0,0,0,0,3.61816443093491,0.353729644435566,1.91080849540638,-0.573095349659703,1.30227934732896,31.0367524163587,26.6473176298594,31.5793964808302,29.4704926357641,1.30227934732896,3
32,60638.0774237083,851.372612420219,308,25,0.1,0,100,0.25,0,0,0.1,0,75,0.1,0,0,0,0,-0.924752044334636,0.651273987069756,0.218811826713864,-0.88409960996832,0.87477670467748,34.7426137658174,31.4436397972218,36.2611776368659,34.0332662001837,0.87477670467748,3
47,30703.7413841432,1058.58050178479,309,100,0.1,1,100,0.05,0,25,0.2,1,75,0.05,1,0,0,0,0.999942319664993,1.14067654024558,1.78047934357877,1.08062611092233,0.9726862747897,4.09812249618667,3.98885671676725,3.50365952010045,5.80380628744401,0.9726862747897,4
61,59732.116505685,999.493016764479,310,0,0.15,0,75,0.25,1,75,0.15,0,75,0.05,0,0,0,0,2.2345865361057,4.3532419061388,0.664404478012287,0.544390352597552,-1.15229923367734,21.7568855659379,21.750540935971,19.0617035078445,21.4416893824298,-1.15229923367734,1
46,15457.8301343468,692.646655458351,311,0,0.25,0,25,0.05,0,100,0.25,1,25,0.15,1,0,0,0,-1.18636922306427,0.672398544742779,0.873915551892966,-1.8301965127934,1.27694080476046,-14.2972136088695,-7.81344584106241,-12.2369288339122,-11.3160408985986,1.27694080476046,5
55,53620.9652672641,1029.99239655004,312,100,0.2,1,25,0.05,0,25,0.1,1,0,0.25,0,0,0,0,-0.320004745029786,0.35563209906442,0.872822962683355,0.625824766183962,-0.876306703862491,15.7578157321447,19.8084525762389,20.5756434398578,15.4536452433584,-0.876306703862491,3
53,42433.3489458057,1184.48860162584,313,100,0.2,0,0,0.2,1,100,0.1,1,25,0.2,0,0,0,0,-0.333595425608322,0.598258872517195,-0.328643095343529,-0.369658764456074,-0.232810694306215,5.73475117832648,9.666605476452,9.73970350859128,6.82368783947873,-0.232810694306215,3
41,71551.6700165893,1001.14597807918,314,25,0.1,1,75,0.05,0,100,0.05,0,0,0.15,1,0,0,0,0.674524179390557,-0.966661830377848,0.332536221557079,1.29293108187358,-0.186956142926988,42.6184436934915,39.977257683723,40.901455735658,42.3618505959745,-0.186956142926988,1
28,20151.5265641988,1177.79751638091,315,0,0.2,1,100,0.25,1,100,0.1,1,75,0.2,1,0,0,0,0.62708734513793,0.541910160312983,0.624257751262353,3.0248977887508,1.18253844650068,3.25588492470695,0.420707739882,4.25305533083137,4.52869536831982,1.18253844650068,4
51,79646.855634986,719.956326420013,316,25,0.25,1,25,0.2,0,0,0.05,1,75,0.1,0,0,0,0,0.310303394232016,5.25489993211943,1.2794522612476,-0.117577761548894,-0.391980056238288,40.3851306839701,45.0797272218575,46.7292795509857,41.4572495281892,-0.391980056238288,3
41,53444.1797207347,955.546230136127,317,75,0.25,1,25,0.15,0,100,0.2,0,25,0.05,0,0,0,0,0.652924349863184,0.782957956468636,0.866247626647656,-0.0137772554481843,2.54115684132806,22.7054771124877,24.5855107190932,22.2938003892722,26.2887755071763,2.54115684132806,4
42,33135.3831714589,1151.19701093149,318,25,0.25,0,0,0.1,1,25,0.05,1,0,0.2,1,0,0,0,0.786891977499783,0.453326945151968,-0.794420383337767,-0.243066952164731,-0.0192153440833487,4.32696767323983,9.61840264089201,9.24565531240228,6.42200874357531,-0.0192153440833487,2
34,39007.8909313576,880.33786444902,319,75,0.25,1,75,0.05,0,0,0.2,1,0,0.25,0,0,0,0,1.26708583393021,-0.0608719986621788,0.683687247864132,1.07880866337811,2.50084140501311,14.5487931255842,16.7208352929918,16.3403945395181,13.9855159550321,2.50084140501311,2
31,49014.1546567889,1266.61122002143,320,100,0.2,1,25,0.15,1,25,0.05,1,75,0.15,0,0,0,0,-1.5208476692923,0.924716412582093,1.31707885619007,0.0868783124235494,0.883717859994656,22.6411837889783,27.4617478708527,30.3541103144606,24.3739097706941,0.883717859994656,3
40,16676.9414289441,637.463415672957,321,75,0.1,0,0,0.05,1,25,0.15,1,25,0.15,1,0,0,0,0.18324111815151,-0.778338636653744,0.290351043968389,4.19197115488877,3.02585240820716,-6.26635866724603,-3.35293842205129,-5.15924874142915,-1.25762863050877,3.02585240820716,5
30,57256.3520319938,612.288868423226,322,100,0.05,0,75,0.2,1,0,0.05,1,0,0.1,0,0,0,0,-0.243206290824436,-0.331144940524038,0.421287627357624,1.52668365863709,1.51067165408956,33.6746929363703,31.7117542866707,37.3391868545524,35.6945828858318,1.51067165408956,3
35,46897.9466171669,1003.08647306656,323,0,0.1,1,0,0.15,1,100,0.1,1,100,0.1,1,0,0,0,-0.415166277902727,1.58926938567294,1.04294684302852,-0.642493363176456,0.00868273438953495,23.9480883466891,24.7025240102648,23.9062014676204,22.2207612614154,0.00868273438953495,2
50,70333.0256173578,869.17089355961,324,0,0.25,1,75,0.25,1,100,0.15,1,75,0.15,0,0,0,0,1.39304906060949,0.895118930046212,0.0718681299923855,-0.616872410283449,-0.613764901804574,34.4261208353636,32.8031907048003,34.1049399047465,32.2911993644706,-0.613764901804574,1
55,67043.2538324928,1035.32824744044,325,100,0.2,0,75,0.25,1,75,0.05,1,100,0.15,0,0,0,0,-0.257564296915996,2.50057032065683,-0.216098282310358,4.08909039508635,0.578769388571891,25.7292014607029,29.1123360782757,31.3956674753086,31.3258561527053,0.578769388571891,3
59,31609.7688451465,1060.15523551503,326,0,0.15,0,25,0.25,0,0,0.25,0,75,0.1,0,0,0,0,0.242180943466842,0.136137967686932,1.0358296818492,0.542495423063976,1.06287546477182,-3.13951553815864,-6.12055851393855,-4.84586679977629,-2.71420105856151,1.06287546477182,5
41,64983.018767173,426.354123497613,327,25,0.15,1,100,0.05,0,25,0.15,1,75,0.2,1,0,0,0,0.604013633108159,-1.46305823477642,1.1803063150791,-0.450796953872942,-0.808884268949851,35.7145795852052,33.5225077173207,36.2908722671762,32.6597689982241,-0.808884268949851,3
27,27466.0912639581,1084.87862777032,328,100,0.05,0,0,0.1,0,0,0.2,1,100,0.2,1,0,0,0,0.864559697495236,1.68418575828737,2.10358054091314,-0.404311806150852,0.477830833915914,10.9607372718596,12.0303633326518,11.4497581152775,7.44186576821354,0.477830833915914,2
18,55346.4565674302,1060.25491172178,329,25,0.25,0,0,0.2,0,0,0.25,0,25,0.25,1,0,0,0,-1.40386382668484,0.175790672184701,0.0344572161382874,-0.611272816207447,-0.571684761259373,33.0156242556308,36.2202787545003,34.8289452984539,35.3082152661082,-0.571684761259373,2
